Time,DIN1,DIN2,DIN3,DIN4,DIN5,DIN6,DIN7,DIN8,DOUT0,DOUT1,DOUT2,DOUT3, DOUT4, DOUT5, DOUT6, DOUT7, AIN0, AIN1,AIN2,AIN3,AOUT0, INPOS0, TARPOS0, CURPOS0, CURVEL0
4344506,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182125,0.190183,0.000000,1,0.00,0.00,360.00,697.76
4344617,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.199853,0.178901,0.000000,1,0.00,0.00,360.00,697.76
4344718,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.203883,0.178901,0.000000,1,0.00,0.00,360.00,697.76
4344809,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.191795,0.175678,0.000000,1,0.00,0.00,360.00,697.76
4344910,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.218388,0.177289,0.000000,1,0.00,0.00,360.00,697.76
4345021,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.257875,0.186154,0.000000,1,0.00,0.00,360.00,697.76
4345112,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.206300,0.180513,0.000000,0,450.00,21.60,360.00,697.76
4345214,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.198242,0.177289,0.000000,0,450.00,58.50,360.00,697.76
4345306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182125,0.189377,0.000000,0,450.00,91.35,360.00,697.77
4345418,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.180513,0.000000,0,450.00,131.85,360.00,697.77
4345510,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.220000,0.178901,0.000000,0,450.00,164.70,360.00,697.77
4345612,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.198242,0.177289,0.000000,0,450.00,201.60,360.00,697.77
4345704,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.197436,0.175678,0.000000,0,450.00,234.90,360.00,697.77
4345816,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.182125,0.191795,0.000000,0,450.00,274.95,360.00,697.77
4345908,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.199853,0.177289,0.000000,0,450.00,308.25,360.00,697.77
4346010,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.211941,0.177289,0.000000,0,450.00,344.70,360.00,697.77
4346102,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.175678,0.000000,0,450.00,378.00,360.00,697.77
4346214,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.196630,0.176484,0.000000,0,450.00,418.50,360.00,697.78
4346316,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.186960,0.191795,0.000000,1,450.00,450.00,360.00,697.78
4346408,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.175678,0.000000,1,450.00,450.00,360.00,697.78
4346500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.225641,0.180513,0.000000,1,450.00,450.00,360.00,697.78
4346612,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.178095,0.000000,1,450.00,450.00,360.00,697.78
4346714,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.204689,0.177289,0.000000,1,450.00,450.00,360.00,697.78
4346806,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.175678,0.188571,0.000000,1,450.00,450.00,360.00,697.78
4346908,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.174872,0.000000,1,450.00,450.00,360.00,697.78
4347010,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.212747,0.177289,0.000000,1,450.00,450.00,360.00,697.78
4347112,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.203883,0.177289,0.000000,1,450.00,450.00,360.00,697.79
4347204,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.191795,0.174066,0.000000,1,450.00,450.00,360.00,697.79
4347306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182125,0.188571,0.000000,1,450.00,450.00,360.00,698.63
4347418,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.196630,0.178095,0.000000,1,450.00,450.00,360.00,700.18
4347510,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.219194,0.178901,0.000000,1,450.00,450.00,360.00,702.49
4347602,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.191795,0.174872,0.000000,1,450.00,450.00,360.00,704.62
4347704,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.174066,0.000000,1,450.00,450.00,360.00,707.04
4347816,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.180513,0.190989,0.000000,1,450.00,450.00,360.00,708.93
4347908,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.198242,0.177289,0.000000,1,450.00,450.00,360.00,711.26
4348010,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.210330,0.172454,0.000000,1,450.00,450.00,360.00,713.09
4348102,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.199853,0.174066,0.000000,1,450.00,450.00,360.00,715.73
4348214,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.196630,0.177289,0.000000,1,450.00,450.00,360.00,716.87
4348306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.182125,0.190183,0.000000,1,450.00,450.00,360.00,718.34
4348408,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.191795,0.174066,0.000000,1,450.00,450.00,360.00,719.48
4348500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.224835,0.179707,0.000000,1,450.00,450.00,360.00,720.93
4348612,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.196630,0.177289,0.000000,1,450.00,450.00,360.00,722.45
4348714,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,724.20
4348806,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.175678,0.187766,0.000000,1,450.00,450.00,360.00,725.67
4348898,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.204689,0.177289,0.000000,1,450.00,450.00,360.00,727.82
4349010,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.212747,0.178095,0.000000,1,450.00,450.00,360.00,729.53
4349112,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,731.12
4349204,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.174066,0.000000,1,450.00,450.00,360.00,733.24
4349306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.182125,0.190183,0.000000,1,450.00,450.00,360.00,735.27
4349408,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.176484,0.000000,1,450.00,450.00,360.00,737.30
4349510,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.219194,0.177289,0.000000,1,450.00,450.00,360.00,739.59
4349602,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.193407,0.174066,0.000000,1,450.00,450.00,360.00,741.58
4349704,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,743.72
4349816,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.181319,0.190183,0.000000,1,450.00,450.00,360.00,746.01
4349908,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.198242,0.175678,0.000000,1,450.00,450.00,360.00,747.72
4350000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.217582,0.178095,0.000000,1,450.00,450.00,360.00,748.63
4350102,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.190183,0.174066,0.000000,0,0.00,435.60,360.00,748.69
4350214,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.203883,0.176484,0.000000,0,0.00,395.10,360.00,749.27
4350306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174066,0.187766,0.000000,0,0.00,362.25,360.00,749.57
4350408,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.174066,0.000000,0,0.00,325.35,360.00,749.91
4350500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.217582,0.178095,0.000000,0,0.00,292.50,360.00,750.50
4350612,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.203077,0.177289,0.000000,0,0.00,252.00,360.00,750.81
4350704,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.191795,0.175678,0.000000,0,0.00,218.70,360.00,751.11
4350806,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182125,0.189377,0.000000,0,0.00,182.25,360.00,751.57
4350898,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.197436,0.176484,0.000000,0,0.00,148.95,360.00,752.02
4351010,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.217582,0.177289,0.000000,0,0.00,108.90,360.00,752.33
4351102,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.174066,0.000000,0,0.00,75.60,360.00,752.76
4351204,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,0,0.00,38.70,360.00,753.22
4351306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174872,0.190989,0.000000,0,0.00,2.25,360.00,753.54
4351417,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.204689,0.177289,0.000000,1,0.00,0.00,360.00,753.99
4351508,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.193407,0.174872,0.000000,1,0.00,0.00,360.00,754.33
4351599,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.206300,0.178095,0.000000,1,0.00,0.00,360.00,754.62
4351700,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.218388,0.180513,0.000000,1,0.00,0.00,360.00,754.97
4351811,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.265934,0.185348,0.000000,1,0.00,0.00,360.00,755.39
4351902,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.193407,0.174066,0.000000,1,0.00,0.00,360.00,755.71
4352003,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,1,0.00,0.00,360.00,755.99
4352094,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178901,0.000000,1,0.00,0.00,360.00,756.24
4352215,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.224835,0.180513,0.000000,1,0.00,0.00,360.00,756.55
4352306,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.174872,0.185348,0.000000,1,0.00,0.00,360.00,756.99
4352397,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.206300,0.178095,0.000000,1,0.00,0.00,360.00,757.13
4352498,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178901,0.000000,1,0.00,0.00,360.00,757.36
4352609,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.198242,0.175678,0.000000,1,0.00,0.00,360.00,757.47
4352710,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.212747,0.177289,0.000000,1,0.00,0.00,360.00,757.80
4352801,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.260293,0.185348,0.000000,1,0.00,0.00,360.00,758.05
4352892,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178095,0.000000,1,0.00,0.00,360.00,758.21
4353013,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.203883,0.178901,0.000000,1,0.00,0.00,360.00,758.32
4353104,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.199853,0.178901,0.000000,0,450.00,10.80,360.00,758.59
4353196,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.182125,0.190183,0.000000,0,450.00,44.10,360.00,758.77
4353298,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.204689,0.180513,0.000000,0,450.00,80.55,360.00,758.92
4353410,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.212747,0.177289,0.000000,0,450.00,121.05,360.00,759.08
4353502,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.199853,0.176484,0.000000,0,450.00,154.35,360.00,759.31
4353604,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.176484,0.000000,0,450.00,190.80,360.00,759.45
4353696,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.188571,0.193407,0.000000,0,450.00,224.10,360.00,759.60
4353808,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.174872,0.000000,0,450.00,264.15,360.00,759.74
4353900,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.225641,0.179707,0.000000,0,450.00,297.45,360.00,759.90
4354002,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.191795,0.176484,0.000000,0,450.00,334.35,360.00,760.02
4354094,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.203883,0.178901,0.000000,0,450.00,367.20,360.00,760.17
4354206,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.176484,0.188571,0.000000,0,450.00,407.70,360.00,760.33
4354308,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,0,450.00,444.15,360.00,760.48
4354400,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.218388,0.180513,0.000000,1,450.00,450.00,360.00,760.53
4354492,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.203883,0.178901,0.000000,1,450.00,450.00,360.00,760.65
4354604,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.193407,0.174872,0.000000,1,450.00,450.00,360.00,760.70
4354706,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182125,0.190183,0.000000,1,450.00,450.00,360.00,760.82
4354798,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178901,0.000000,1,450.00,450.00,360.00,760.90
4354900,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.224835,0.180513,0.000000,1,450.00,450.00,360.00,760.98
4355012,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.197436,0.178095,0.000000,1,450.00,450.00,360.00,761.11
4355104,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.199048,0.176484,0.000000,1,450.00,450.00,360.00,761.25
4355196,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.181319,0.193407,0.000000,1,450.00,450.00,360.00,761.30
4355298,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.203077,0.177289,0.000000,1,450.00,450.00,360.00,761.88
4355410,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.212747,0.177289,0.000000,1,450.00,450.00,360.00,764.02
4355502,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,765.97
4355594,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178901,0.000000,1,450.00,450.00,360.00,768.16
4355696,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.186960,0.190989,0.000000,1,450.00,450.00,360.00,770.53
4355808,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.191795,0.175678,0.000000,1,450.00,450.00,360.00,772.78
4355900,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.225641,0.180513,0.000000,1,450.00,450.00,360.00,775.05
4356002,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.191795,0.174872,0.000000,1,450.00,450.00,360.00,776.62
4356094,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.204689,0.177289,0.000000,1,450.00,450.00,360.00,778.93
4356206,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.175678,0.189377,0.000000,1,450.00,450.00,360.00,781.07
4356298,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.206300,0.178901,0.000000,1,450.00,450.00,360.00,783.33
4356400,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.217582,0.180513,0.000000,1,450.00,450.00,360.00,785.21
4356492,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,787.06
4356604,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.175678,0.000000,1,450.00,450.00,360.00,789.36
4356696,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.188571,0.193407,0.000000,1,450.00,450.00,360.00,791.30
4356798,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.197436,0.178901,0.000000,1,450.00,450.00,360.00,793.35
4356890,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.219194,0.178901,0.000000,1,450.00,450.00,360.00,795.50
4357002,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.191795,0.176484,0.000000,1,450.00,450.00,360.00,797.77
4357104,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,799.99
4357196,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.180513,0.191795,0.000000,1,450.00,450.00,360.00,802.24
4357288,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.198242,0.177289,0.000000,1,450.00,450.00,360.00,804.65
4357410,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.212747,0.177289,0.000000,1,450.00,450.00,360.00,806.86
4357502,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.175678,0.000000,1,450.00,450.00,360.00,809.31
4357604,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.193407,0.174872,0.000000,1,450.00,450.00,360.00,811.63
4357696,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.188571,0.190989,0.000000,1,450.00,450.00,360.00,814.16
4357808,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.191795,0.176484,0.000000,1,450.00,450.00,360.00,816.81
4357900,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.225641,0.181319,0.000000,1,450.00,450.00,360.00,818.96
4357992,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.196630,0.177289,0.000000,1,450.00,450.00,360.00,819.94
4358094,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.202271,0.176484,0.000000,0,0.00,446.40,360.00,820.01
4358206,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.180513,0.190183,0.000000,0,0.00,405.90,360.00,820.64
4358298,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.196630,0.178095,0.000000,0,0.00,373.05,360.00,821.00
4358400,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.224029,0.178901,0.000000,0,0.00,336.15,360.00,821.46
4358492,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.176484,0.000000,0,0.00,302.85,360.00,822.16
4358604,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.198242,0.176484,0.000000,0,0.00,262.80,360.00,822.61
4358696,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.180513,0.191795,0.000000,0,0.00,229.50,360.00,823.08
4358798,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.203077,0.177289,0.000000,0,0.00,193.05,360.00,823.57
4358890,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.211136,0.177289,0.000000,0,0.00,159.75,360.00,824.11
4359002,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.175678,0.000000,0,0.00,119.25,360.00,824.51
4359094,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.192601,0.197436,0.178901,0.000000,0,0.00,86.40,360.00,825.02
4359196,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.186960,0.190989,0.000000,0,0.00,49.50,360.00,825.57
4359288,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.191795,0.174066,0.000000,0,0.00,16.65,360.00,826.02
4359400,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.225641,0.181319,0.000000,1,0.00,0.00,360.00,826.52
4359501,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.253846,0.182930,0.000000,1,0.00,0.00,360.00,826.96
4359592,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.204689,0.177289,0.000000,1,0.00,0.00,360.00,827.29
4359693,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.177289,0.000000,1,0.00,0.00,360.00,827.63
4359804,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.196630,0.175678,0.000000,1,0.00,0.00,360.00,828.03
4359895,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.216777,0.180513,0.000000,1,0.00,0.00,360.00,828.43
4359996,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.187766,0.190989,0.000000,1,0.00,0.00,360.00,828.73
4360087,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.191795,0.175678,0.000000,1,0.00,0.00,360.00,829.05
4360198,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.203077,0.178901,0.000000,1,0.00,0.00,360.00,829.35
4360299,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.196630,0.177289,0.000000,1,0.00,0.00,360.00,829.70
