Time,DIN1,DIN2,DIN3,DIN4,DIN5,DIN6,DIN7,DIN8,DOUT0,DOUT1,DOUT2,DOUT3, DOUT4, DOUT5, DOUT6, DOUT7, AIN0, AIN1,AIN2,AIN3,AOUT0, INPOS0, TARPOS0, CURPOS0, CURVEL0
3133108,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.175678,0.000000,1,0.00,0.00,360.00,590.61
3133209,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.175678,0.000000,1,0.00,0.00,360.00,590.62
3133300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.217582,0.178901,0.000000,0,450.00,10.80,360.00,590.63
3133412,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.204689,0.178901,0.000000,0,450.00,51.30,360.00,590.64
3133514,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.198242,0.178095,0.000000,0,450.00,87.75,360.00,590.65
3133606,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.182125,0.189377,0.000000,0,450.00,121.05,360.00,590.66
3133698,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.197436,0.176484,0.000000,0,450.00,153.90,360.00,590.66
3133810,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.219194,0.178901,0.000000,0,450.00,194.40,360.00,590.67
3133912,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.198242,0.177289,0.000000,0,450.00,231.30,360.00,590.67
3134004,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.172454,0.000000,0,450.00,264.15,360.00,590.68
3134106,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.177289,0.187766,0.000000,0,450.00,301.05,360.00,590.68
3134218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.206300,0.178095,0.000000,0,450.00,341.10,360.00,590.68
3134310,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.212747,0.177289,0.000000,0,450.00,374.40,360.00,590.68
3134402,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.199853,0.174872,0.000000,0,450.00,407.70,360.00,590.69
3134504,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.193407,0.175678,0.000000,0,450.00,444.15,360.00,590.69
3134616,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.187766,0.190989,0.000000,1,450.00,450.00,360.00,590.69
3134708,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.191795,0.175678,0.000000,1,450.00,450.00,360.00,590.70
3134800,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.225641,0.180513,0.000000,1,450.00,450.00,360.00,590.70
3134902,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.193407,0.176484,0.000000,1,450.00,450.00,360.00,590.70
3135014,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.203077,0.177289,0.000000,1,450.00,450.00,360.00,591.23
3135106,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.175678,0.188571,0.000000,1,450.00,450.00,360.00,591.25
3135208,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.199853,0.175678,0.000000,1,450.00,450.00,360.00,591.31
3135300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.217582,0.178095,0.000000,1,450.00,450.00,360.00,591.51
3135412,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.203883,0.177289,0.000000,1,450.00,450.00,360.00,591.59
3135514,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.199048,0.177289,0.000000,1,450.00,450.00,360.00,592.09
3135606,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.183736,0.189377,0.000000,1,450.00,450.00,360.00,594.25
3135698,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,596.38
3135810,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.219194,0.178095,0.000000,1,450.00,450.00,360.00,597.94
3135912,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178095,0.000000,1,450.00,450.00,360.00,599.79
3136004,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.199853,0.175678,0.000000,1,450.00,450.00,360.00,602.05
3136096,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.182125,0.189377,0.000000,1,450.00,450.00,360.00,603.86
3136208,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,605.41
3136310,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.212747,0.176484,0.000000,1,450.00,450.00,360.00,607.01
3136402,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.199853,0.176484,0.000000,1,450.00,450.00,360.00,608.77
3136504,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.177289,0.000000,1,450.00,450.00,360.00,610.73
3136616,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.188571,0.190183,0.000000,1,450.00,450.00,360.00,612.57
3136708,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.191795,0.174872,0.000000,1,450.00,450.00,360.00,614.70
3136800,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.225641,0.180513,0.000000,1,450.00,450.00,360.00,616.83
3136902,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.193407,0.175678,0.000000,1,450.00,450.00,360.00,619.00
3137014,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.206300,0.178095,0.000000,1,450.00,450.00,360.00,620.79
3137106,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.175678,0.187766,0.000000,1,450.00,450.00,360.00,622.95
3137198,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,625.11
3137300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.217582,0.180513,0.000000,1,450.00,450.00,360.00,627.50
3137412,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,629.71
3137504,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.193407,0.172454,0.000000,1,450.00,450.00,360.00,631.84
3137606,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182125,0.190183,0.000000,1,450.00,450.00,360.00,634.10
3137698,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.177289,0.000000,1,450.00,450.00,360.00,636.37
3137810,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.217582,0.177289,0.000000,1,450.00,450.00,360.00,638.81
3137902,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.193407,0.174066,0.000000,1,450.00,450.00,360.00,641.07
3138004,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.177289,0.000000,1,450.00,450.00,360.00,643.78
3138096,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.180513,0.190989,0.000000,1,450.00,450.00,360.00,645.89
3138208,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.174872,0.000000,1,450.00,450.00,360.00,646.66
3138310,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.219194,0.175678,0.000000,0,0.00,439.20,360.00,647.09
3138402,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.193407,0.176484,0.000000,0,0.00,405.90,360.00,648.10
3138494,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.206300,0.178901,0.000000,0,0.00,373.05,360.00,648.37
3138606,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.176484,0.188571,0.000000,0,0.00,332.55,360.00,648.76
3138708,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.199853,0.175678,0.000000,0,0.00,296.10,360.00,649.33
3138800,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.219194,0.177289,0.000000,0,0.00,262.80,360.00,649.68
3138892,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.206300,0.178901,0.000000,0,0.00,229.50,360.00,650.08
3139004,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.174872,0.000000,0,0.00,189.45,360.00,650.59
3139106,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.182930,0.190183,0.000000,0,0.00,152.55,360.00,651.01
3139198,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.198242,0.177289,0.000000,0,0.00,119.70,360.00,651.50
3139300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.225641,0.178901,0.000000,0,0.00,82.80,360.00,651.92
3139412,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.179707,0.000000,0,0.00,42.30,360.00,652.32
3139504,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.199853,0.177289,0.000000,0,0.00,9.45,360.00,652.54
3139605,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.211941,0.178095,0.000000,1,0.00,0.00,360.00,653.02
3139696,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.188571,0.190183,0.000000,1,0.00,0.00,360.00,653.57
3139807,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.174872,0.000000,1,0.00,0.00,360.00,653.99
3139908,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.199853,0.177289,0.000000,1,0.00,0.00,360.00,654.25
3139999,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.198242,0.177289,0.000000,1,0.00,0.00,360.00,654.41
3140100,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.223223,0.180513,0.000000,1,0.00,0.00,360.00,655.03
3140211,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.260293,0.186960,0.000000,1,0.00,0.00,360.00,655.16
3140302,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.199853,0.177289,0.000000,1,0.00,0.00,360.00,655.34
3140403,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.176484,0.000000,1,0.00,0.00,360.00,655.63
3140494,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.206300,0.178901,0.000000,1,0.00,0.00,360.00,655.90
3140605,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.213553,0.177289,0.000000,1,0.00,0.00,360.00,656.13
3140706,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.182125,0.190183,0.000000,1,0.00,0.00,360.00,656.21
3140797,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.178095,0.000000,1,0.00,0.00,360.00,656.36
3140898,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.203883,0.178095,0.000000,1,0.00,0.00,360.00,656.59
3141009,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.176484,0.000000,1,0.00,0.00,360.00,656.92
3141100,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.225641,0.178901,0.000000,1,0.00,0.00,360.00,656.92
3141201,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.253846,0.183736,0.000000,1,0.00,0.00,360.00,657.01
3141302,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.195824,0.174872,0.000000,0,450.00,3.60,360.00,657.21
3141404,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,0,450.00,40.50,360.00,657.33
3141506,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.175678,0.190183,0.000000,0,450.00,76.95,360.00,657.38
3141598,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.203883,0.180513,0.000000,0,450.00,110.25,360.00,657.48
3141690,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.211941,0.178095,0.000000,0,450.00,143.10,360.00,657.57
3141802,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.198242,0.174066,0.000000,0,450.00,183.60,360.00,657.67
3141904,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.175678,0.000000,0,450.00,220.50,360.00,657.70
3141996,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.188571,0.193407,0.000000,0,450.00,253.35,360.00,657.73
3142098,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.196630,0.177289,0.000000,0,450.00,290.25,360.00,657.88
3142210,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.219194,0.178901,0.000000,0,450.00,330.30,360.00,657.97
3142302,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.191795,0.175678,0.000000,0,450.00,363.60,360.00,657.98
3142394,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.204689,0.178901,0.000000,0,450.00,396.90,360.00,658.12
3142496,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.180513,0.190183,0.000000,0,450.00,433.35,360.00,658.20
3142608,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,658.23
3142700,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.217582,0.179707,0.000000,1,450.00,450.00,360.00,658.26
3142802,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.199853,0.175678,0.000000,1,450.00,450.00,360.00,658.31
3142894,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.196630,0.175678,0.000000,1,450.00,450.00,360.00,658.36
3143006,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.182125,0.190183,0.000000,1,450.00,450.00,360.00,658.39
3143098,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.197436,0.178095,0.000000,1,450.00,450.00,360.00,658.42
3143200,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.224835,0.180513,0.000000,1,450.00,450.00,360.00,658.64
3143292,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,658.78
3143404,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.198242,0.177289,0.000000,1,450.00,450.00,360.00,658.79
3143496,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.181319,0.190989,0.000000,1,450.00,450.00,360.00,658.97
3143598,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.206300,0.175678,0.000000,1,450.00,450.00,360.00,659.43
3143690,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.212747,0.178901,0.000000,1,450.00,450.00,360.00,661.16
3143802,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.177289,0.000000,1,450.00,450.00,360.00,663.15
3143904,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.191795,0.175678,0.000000,1,450.00,450.00,360.00,665.33
3143996,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.186960,0.188571,0.000000,1,450.00,450.00,360.00,667.60
3144088,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.191795,0.176484,0.000000,1,450.00,450.00,360.00,669.55
3144200,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.225641,0.180513,0.000000,1,450.00,450.00,360.00,672.06
3144302,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.191795,0.174872,0.000000,1,450.00,450.00,360.00,673.78
3144394,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,676.06
3144496,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.182125,0.189377,0.000000,1,450.00,450.00,360.00,678.39
3144598,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.206300,0.178095,0.000000,1,450.00,450.00,360.00,680.42
3144700,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.217582,0.180513,0.000000,1,450.00,450.00,360.00,682.45
3144792,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.204689,0.176484,0.000000,1,450.00,450.00,360.00,684.85
3144894,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.199048,0.175678,0.000000,1,450.00,450.00,360.00,686.97
3145006,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.182125,0.190183,0.000000,1,450.00,450.00,360.00,688.83
3145098,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.197436,0.178095,0.000000,1,450.00,450.00,360.00,691.30
3145190,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.219194,0.180513,0.000000,1,450.00,450.00,360.00,693.74
3145292,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.176484,0.000000,1,450.00,450.00,360.00,695.63
3145404,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.198242,0.175678,0.000000,1,450.00,450.00,360.00,698.03
3145496,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.181319,0.190989,0.000000,1,450.00,450.00,360.00,700.24
3145598,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.206300,0.177289,0.000000,1,450.00,450.00,360.00,702.41
3145690,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.212747,0.176484,0.000000,1,450.00,450.00,360.00,704.96
3145802,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.198242,0.175678,0.000000,1,450.00,450.00,360.00,707.32
3145894,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.197436,0.177289,0.000000,1,450.00,450.00,360.00,709.87
3145996,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.188571,0.190183,0.000000,1,450.00,450.00,360.00,712.35
3146088,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.193407,0.175678,0.000000,1,450.00,450.00,360.00,714.85
3146200,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.224835,0.180513,0.000000,1,450.00,450.00,360.00,716.77
3146302,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.193407,0.174872,0.000000,1,450.00,450.00,360.00,717.64
3146394,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.176484,0.000000,0,0.00,428.40,360.00,717.67
3146486,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.183736,0.190183,0.000000,0,0.00,395.10,360.00,718.33
3146598,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.198242,0.178901,0.000000,0,0.00,355.05,360.00,718.65
3146700,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.225641,0.178901,0.000000,0,0.00,318.15,360.00,719.09
3146792,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.199048,0.176484,0.000000,0,0.00,284.85,360.00,719.61
3146884,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.199853,0.175678,0.000000,0,0.00,252.00,360.00,719.98
3146996,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.181319,0.191795,0.000000,0,0.00,211.50,360.00,720.52
3147098,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.206300,0.177289,0.000000,0,0.00,175.05,360.00,721.05
3147190,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.212747,0.177289,0.000000,0,0.00,141.75,360.00,721.55
3147292,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.204689,0.178901,0.000000,0,0.00,104.85,360.00,722.01
3147404,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.193407,0.175678,0.000000,0,0.00,64.80,360.00,722.44
3147496,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.188571,0.190989,0.000000,0,0.00,31.50,360.00,722.78
3147588,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.191795,0.191795,0.175678,0.000000,1,0.00,0.00,360.00,723.08
3147689,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.199853,0.175678,0.000000,1,0.00,0.00,360.00,723.66
3147800,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.217582,0.178901,0.000000,1,0.00,0.00,360.00,724.07
3147901,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.261099,0.184542,0.000000,1,0.00,0.00,360.00,724.39
3147992,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.191795,0.198242,0.177289,0.000000,1,0.00,0.00,360.00,724.69
3148083,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.199853,0.177289,0.000000,1,0.00,0.00,360.00,725.13
3148204,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.193407,0.175678,0.000000,1,0.00,0.00,360.00,725.42
3148295,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.225641,0.178901,0.000000,1,0.00,0.00,360.00,725.76
3148396,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.182125,0.190989,0.000000,1,0.00,0.00,360.00,725.97
3148487,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.199853,0.177289,0.000000,1,0.00,0.00,360.00,726.26
