Time,DIN1,DIN2,DIN3,DIN4,DIN5,DIN6,DIN7,DIN8,DOUT0,DOUT1,DOUT2,DOUT3, DOUT4, DOUT5, DOUT6, DOUT7, AIN0, AIN1,AIN2,AIN3,AOUT0, INPOS0, TARPOS0, CURPOS0, CURVEL0, SCALE
10971979,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.181319,0.183736,0.000000,1,0.00,0.00,90.00,0
10972010,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186960,0.154725,0.196630,0.000000,1,0.00,0.00,90.00,0
10972041,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.173260,0.182930,0.000000,1,0.00,0.00,90.00,0
10972072,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.176484,0.197436,0.000000,1,0.00,0.00,90.00,0
10972103,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.175678,0.178901,0.000000,1,0.00,0.00,90.00,0
10972134,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186960,0.174872,0.182125,0.000000,1,0.00,0.00,90.00,0
10972165,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.153114,0.195824,0.000000,1,0.00,0.00,90.00,0
10972196,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.220000,0.180513,0.000000,1,0.00,0.00,90.00,0
10972227,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.187766,0.170843,0.197436,0.000000,1,0.00,0.00,90.00,0
10972258,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.175678,0.195018,0.000000,1,0.00,0.00,90.00,0
10972289,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.174066,0.180513,0.000000,1,0.00,0.00,90.00,0
10972320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.161172,0.200659,0.000000,1,0.00,0.00,90.00,0
10972351,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.177289,0.196630,0.000000,1,0.00,0.00,90.00,0
10972382,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.174066,0.194212,0.000000,1,0.00,0.00,90.00,0
10972413,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.178901,0.182125,0.000000,1,0.00,0.00,90.00,0
10972444,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.189377,0.174872,0.185348,0.000000,1,0.00,0.00,90.00,0
10972475,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.159560,0.198242,0.000000,1,0.00,0.00,90.00,0
10972506,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186960,0.194212,0.175678,0.000000,1,0.00,0.00,90.00,0
10972537,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.175678,0.198242,0.000000,1,0.00,0.00,90.00,0
10972568,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.172454,0.195018,0.000000,1,0.00,0.00,90.00,0
10972599,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.179707,0.183736,0.000000,1,0.00,0.00,90.00,0
10972630,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.156337,0.196630,0.000000,1,0.00,0.00,90.00,0
10972661,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.171648,0.181319,0.000000,1,0.00,0.00,90.00,0
10972692,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.176484,0.198242,0.000000,1,0.00,0.00,90.00,0
10972723,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.174066,0.180513,0.000000,1,0.00,0.00,90.00,0
10972754,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.187766,0.177289,0.183736,0.000000,1,0.00,0.00,90.00,0
10972785,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.185348,0.154725,0.194212,0.000000,1,0.00,0.00,90.00,0
10972816,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.189377,0.201465,0.178901,0.000000,1,0.00,0.00,90.00,0
10972847,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.170843,0.195824,0.000000,1,0.00,0.00,90.00,0
10972878,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186960,0.180513,0.196630,0.000000,1,0.00,0.00,90.00,0
10972919,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.175678,0.183736,0.000000,0,359.82,0.90,90.00,0
10972951,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.184542,0.177289,0.183736,0.000000,0,359.82,3.78,90.00,0
10972984,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.172454,0.199048,0.000000,0,359.82,6.84,90.00,0
10973016,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.203883,0.177289,0.000000,0,359.82,9.72,90.00,0
10973048,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.172454,0.196630,0.000000,0,359.82,12.60,90.00,0
10973080,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.164396,0.201465,0.000000,0,359.82,15.48,90.00,0
10973112,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.175678,0.182125,0.000000,0,359.82,18.36,90.00,0
10973144,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.173260,0.186154,0.000000,0,359.82,21.24,90.00,0
10973176,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.198242,0.181319,0.000000,0,359.82,24.12,90.00,0
10973208,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.170037,0.193407,0.000000,0,359.82,27.00,90.00,0
10973240,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.162784,0.195824,0.000000,0,359.82,29.88,90.00,0
10973272,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.176484,0.188571,0.175678,0.182930,0.000000,0,359.82,32.76,90.00,0
10973304,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.170037,0.182930,0.000000,0,359.82,35.64,90.00,0
10973336,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.197436,0.177289,0.000000,0,359.82,38.52,90.00,0
10973368,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.190183,0.170843,0.196630,0.000000,0,359.82,41.40,90.00,0
10973400,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.166007,0.198242,0.000000,0,359.82,44.28,90.00,0
10973432,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.176484,0.187766,0.172454,0.182930,0.000000,0,359.82,47.16,90.00,0
10973464,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.173260,0.186154,0.000000,0,359.82,50.04,90.00,0
10973496,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.197436,0.181319,0.000000,0,359.82,52.92,90.00,0
10973528,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.190183,0.172454,0.196630,0.000000,0,359.82,55.80,90.00,0
10973560,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.162784,0.195018,0.000000,0,359.82,58.68,90.00,0
10973592,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.187766,0.178095,0.183736,0.000000,0,359.82,61.56,90.00,0
10973624,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.173260,0.186960,0.000000,0,359.82,64.44,90.00,0
10973656,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.196630,0.179707,0.000000,0,359.82,67.32,90.00,0
10973688,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.168425,0.194212,0.000000,0,359.82,70.20,90.00,0
10973720,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.186960,0.167619,0.195824,0.000000,0,359.82,73.08,90.00,0
10973752,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.173260,0.180513,0.000000,0,359.82,75.96,90.00,0
10973784,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.171648,0.185348,0.000000,0,359.82,78.84,90.00,0
10973816,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.187766,0.197436,0.181319,0.000000,0,359.82,81.72,90.00,0
10973848,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.172454,0.196630,0.000000,0,359.82,84.60,90.00,0
10973880,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.190183,0.163590,0.196630,0.000000,0,359.82,87.48,90.00,0
10973912,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.174872,0.183736,0.000000,0,359.82,90.36,90.00,0
10973944,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.193407,0.171648,0.186154,0.000000,0,359.82,93.24,90.00,0
10973976,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.187766,0.196630,0.178095,0.000000,0,359.82,96.12,90.00,0
10974008,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.169231,0.192601,0.000000,0,359.82,99.00,90.00,0
10974040,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.185348,0.162784,0.195824,0.000000,0,359.82,101.88,90.00,0
10974072,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.173260,0.182930,0.000000,0,359.82,104.76,90.00,0
10974104,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.171648,0.182930,0.000000,0,359.82,107.64,90.00,0
10974136,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.197436,0.176484,0.000000,0,359.82,110.52,90.00,0
10974168,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.172454,0.196630,0.000000,0,359.82,113.40,90.00,0
10974200,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.163590,0.197436,0.000000,0,359.82,116.28,90.00,0
10974232,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.175678,0.186960,0.174872,0.183736,0.000000,0,359.82,119.16,90.00,0
10974264,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.172454,0.186960,0.000000,0,359.82,122.04,90.00,0
10974296,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.199048,0.180513,0.000000,0,359.82,124.92,90.00,0
10974328,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186960,0.170843,0.196630,0.000000,0,359.82,127.80,90.00,0
10974360,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.176484,0.186960,0.163590,0.194212,0.000000,0,359.82,130.68,90.00,0
10974392,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.177289,0.184542,0.000000,0,359.82,133.56,90.00,0
10974424,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.172454,0.186154,0.000000,0,359.82,136.44,90.00,0
10974456,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186154,0.197436,0.181319,0.000000,0,359.82,139.32,90.00,0
10974488,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186154,0.170843,0.194212,0.000000,0,359.82,142.20,90.00,0
10974520,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.164396,0.199048,0.000000,0,359.82,145.08,90.00,0
10974552,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.172454,0.180513,0.000000,0,359.82,147.96,90.00,0
10974584,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.170843,0.183736,0.000000,0,359.82,150.84,90.00,0
10974616,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.199853,0.178095,0.000000,0,359.82,153.72,90.00,0
10974648,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.169231,0.195824,0.000000,0,359.82,156.60,90.00,0
10974680,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.203077,0.195824,0.000000,0,359.82,159.48,90.00,0
10974712,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.190989,0.177289,0.182125,0.000000,0,359.82,162.36,90.00,0
10974744,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.173260,0.185348,0.000000,0,359.82,165.24,90.00,0
10974776,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186154,0.197436,0.180513,0.000000,0,359.82,168.12,90.00,0
10974808,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.188571,0.170843,0.191795,0.000000,0,359.82,171.00,90.00,0
10974840,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.164396,0.196630,0.000000,0,359.82,173.88,90.00,0
10974872,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.188571,0.174066,0.183736,0.000000,0,359.82,176.76,90.00,0
10974904,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.170843,0.183736,0.000000,0,359.82,179.64,90.00,0
10974936,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.198242,0.174066,0.000000,0,359.82,182.52,90.00,0
10974968,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.172454,0.194212,0.000000,0,359.82,185.40,90.00,0
10975000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.187766,0.167619,0.195018,0.000000,0,359.82,188.28,90.00,0
10975032,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.173260,0.184542,0.000000,0,359.82,191.16,90.00,0
10975064,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.172454,0.200659,0.000000,0,359.82,194.04,90.00,0
10975096,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.187766,0.201465,0.178901,0.000000,0,359.82,196.92,90.00,0
10975128,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.170037,0.196630,0.000000,0,359.82,199.80,90.00,0
10975160,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.161172,0.199853,0.000000,0,359.82,202.68,90.00,0
10975192,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.174872,0.186154,0.000000,0,359.82,205.56,90.00,0
10975224,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.171648,0.185348,0.000000,0,359.82,208.44,90.00,0
10975256,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.197436,0.177289,0.000000,0,359.82,211.32,90.00,0
10975288,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.169231,0.194212,0.000000,0,359.82,214.20,90.00,0
10975320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.164396,0.201465,0.000000,0,359.82,217.08,90.00,0
10975352,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.185348,0.176484,0.177289,0.000000,0,359.82,219.96,90.00,0
10975384,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.172454,0.183736,0.000000,0,359.82,222.84,90.00,0
10975416,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.191795,0.198242,0.177289,0.000000,0,359.82,225.72,90.00,0
10975448,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.170843,0.195018,0.000000,0,359.82,228.60,90.00,0
10975480,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.190183,0.161172,0.196630,0.000000,0,359.82,231.48,90.00,0
10975512,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.176484,0.182930,0.000000,0,359.82,234.36,90.00,0
10975544,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.171648,0.185348,0.000000,0,359.82,237.24,90.00,0
10975576,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.199853,0.180513,0.000000,0,359.82,240.12,90.00,0
10975608,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.188571,0.169231,0.191795,0.000000,0,359.82,243.00,90.00,0
10975640,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.166007,0.195018,0.000000,0,359.82,245.88,90.00,0
10975672,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.173260,0.183736,0.000000,0,359.82,248.76,90.00,0
10975704,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.171648,0.184542,0.000000,0,359.82,251.64,90.00,0
10975736,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.197436,0.178901,0.000000,0,359.82,254.52,90.00,0
10975768,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.172454,0.195824,0.000000,0,359.82,257.40,90.00,0
10975800,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.164396,0.195018,0.000000,0,359.82,260.28,90.00,0
10975832,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.187766,0.174872,0.182125,0.000000,0,359.82,263.16,90.00,0
10975864,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.172454,0.185348,0.000000,0,359.82,266.04,90.00,0
10975896,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.198242,0.180513,0.000000,0,359.82,268.92,90.00,0
10975928,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.169231,0.196630,0.000000,0,359.82,271.80,90.00,0
10975960,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186960,0.201465,0.197436,0.000000,0,359.82,274.68,90.00,0
10975992,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.190989,0.178095,0.182930,0.000000,0,359.82,277.56,90.00,0
10976024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.172454,0.184542,0.000000,0,359.82,280.44,90.00,0
10976056,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.176484,0.187766,0.197436,0.178901,0.000000,0,359.82,283.32,90.00,0
10976088,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.170843,0.194212,0.000000,0,359.82,286.20,90.00,0
10976120,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.163590,0.199048,0.000000,0,359.82,289.08,90.00,0
10976152,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.174872,0.179707,0.000000,0,359.82,291.96,90.00,0
10976184,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.170843,0.183736,0.000000,0,359.82,294.84,90.00,0
10976216,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.190183,0.199853,0.177289,0.000000,0,359.82,297.72,90.00,0
10976248,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.170843,0.194212,0.000000,0,359.82,300.60,90.00,0
10976280,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.176484,0.189377,0.201465,0.194212,0.000000,0,359.82,303.48,90.00,0
10976312,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.178095,0.182125,0.000000,0,359.82,306.36,90.00,0
10976344,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.192601,0.174066,0.185348,0.000000,0,359.82,309.24,90.00,0
10976376,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.186154,0.198242,0.180513,0.000000,0,359.82,312.12,90.00,0
10976408,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.184542,0.170843,0.191795,0.000000,0,359.82,315.00,90.00,0
10976440,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.166007,0.195824,0.000000,0,359.82,317.88,90.00,0
10976472,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.176484,0.187766,0.174872,0.184542,0.000000,0,359.82,320.76,90.00,0
