Time,DIN1,DIN2,DIN3,DIN4,DIN5,DIN6,DIN7,DIN8,DOUT0,DOUT1,DOUT2,DOUT3, DOUT4, DOUT5, DOUT6, DOUT7, AIN0, AIN1,AIN2,AIN3,AOUT0, INPOS0, TARPOS0, CURPOS0, CURVEL0, SCALE
14117342,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.175678,0.195018,0.000000,1,0.00,0.00,90.00,991.81
14117443,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174066,0.185348,0.000000,1,0.00,0.00,90.00,991.81
14117534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.176484,0.183736,0.000000,1,0.00,0.00,90.00,991.81
14117635,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.164396,0.199853,0.000000,1,0.00,0.00,90.00,991.81
14117746,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.195018,0.177289,0.000000,1,0.00,0.00,90.00,991.81
14117837,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.182125,0.198242,0.000000,1,0.00,0.00,90.00,991.81
14117938,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.176484,0.184542,0.000000,1,0.00,0.00,90.00,991.81
14118029,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.174872,0.183736,0.000000,1,0.00,0.00,90.00,991.81
14118140,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.206300,0.193407,0.000000,1,0.00,0.00,90.00,991.81
14118241,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.178095,0.198242,0.000000,1,0.00,0.00,90.00,991.81
14118332,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.180513,0.194212,0.000000,1,0.00,0.00,90.00,991.81
14118433,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.178901,0.188571,0.000000,1,0.00,0.00,90.00,991.81
14118544,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.172454,0.183736,0.000000,1,0.00,0.00,90.00,991.81
14118645,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.206300,0.198242,0.000000,1,0.00,0.00,90.00,991.81
14118736,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.200659,0.178901,0.000000,1,0.00,0.00,90.00,991.81
14118827,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.189377,0.177289,0.196630,0.000000,1,0.00,0.00,90.00,991.81
14118938,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.177289,0.182930,0.000000,1,0.00,0.00,90.00,991.81
14119039,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.178095,0.184542,0.000000,1,0.00,0.00,90.00,991.81
14119130,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.156337,0.195018,0.000000,1,0.00,0.00,90.00,991.81
14119231,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.182930,0.198242,0.000000,1,0.00,0.00,90.00,991.81
14119342,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.174872,0.197436,0.000000,1,0.00,0.00,90.00,991.81
14119443,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.176484,0.186154,0.000000,1,0.00,0.00,90.00,991.81
14119534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.178095,0.197436,0.000000,1,0.00,0.00,90.00,991.81
14119635,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.164396,0.199048,0.000000,1,0.00,0.00,90.00,991.81
14119746,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.193407,0.178901,0.000000,1,0.00,0.00,90.00,991.81
14119837,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.189377,0.182125,0.198242,0.000000,1,0.00,0.00,90.00,991.81
14119938,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.176484,0.186960,0.000000,1,0.00,0.00,90.00,991.81
14120029,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.176484,0.185348,0.000000,1,0.00,0.00,90.00,991.81
14120140,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.206300,0.193407,0.000000,1,0.00,0.00,90.00,991.81
14120241,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.177289,0.185348,0.000000,1,0.00,0.00,90.00,991.81
14120332,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.180513,0.197436,0.000000,1,0.00,0.00,90.00,991.81
14120433,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190989,0.178095,0.184542,0.000000,1,0.00,0.00,90.00,991.81
14120544,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.193407,0.175678,0.186960,0.000000,0,359.82,0.90,90.00,991.81
14120636,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.199853,0.175678,0.000000,0,359.82,9.18,90.00,991.81
14120728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.188571,0.175678,0.199048,0.000000,0,359.82,17.46,90.00,991.81
14120830,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.196630,0.197436,0.000000,0,359.82,26.64,90.00,991.81
14120942,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.193407,0.177289,0.190183,0.000000,0,359.82,36.72,90.00,991.81
14121034,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.176484,0.181319,0.000000,0,359.82,45.00,90.00,991.81
14121136,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.203077,0.180513,0.000000,0,359.82,54.18,90.00,991.81
14121228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.190183,0.175678,0.196630,0.000000,0,359.82,62.46,90.00,991.81
14121340,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.189377,0.165201,0.197436,0.000000,0,359.82,72.54,90.00,991.81
14121432,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.186960,0.175678,0.181319,0.000000,0,359.82,80.82,90.00,991.81
14121534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.177289,0.182930,0.000000,0,359.82,90.00,90.00,991.81
14121626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.198242,0.180513,0.000000,0,359.82,98.28,90.00,991.81
14121738,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.183736,0.195824,0.000000,0,359.82,108.36,90.00,991.81
14121840,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.185348,0.203077,0.189377,0.000000,0,359.82,117.54,90.00,991.81
14121932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.178901,0.186960,0.000000,0,359.82,125.82,90.00,991.81
14122024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174872,0.185348,0.000000,0,359.82,134.10,90.00,991.81
14122136,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.203077,0.178095,0.000000,0,359.82,144.18,90.00,991.81
14122238,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186154,0.178901,0.194212,0.000000,0,359.82,153.36,90.00,991.81
14122330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.158755,0.200659,0.000000,0,359.82,161.64,90.00,991.81
14122422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.190989,0.171648,0.185348,0.000000,0,359.82,169.92,90.00,991.81
14122534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.187766,0.179707,0.183736,0.000000,0,359.82,180.00,90.00,991.81
14122636,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.198242,0.174872,0.000000,0,359.82,189.18,90.00,991.81
14122728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.175678,0.198242,0.000000,0,359.82,197.46,90.00,991.81
14122830,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.190183,0.203077,0.194212,0.000000,0,359.82,206.64,90.00,991.81
14122942,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.176484,0.188571,0.000000,0,359.82,216.72,90.00,991.81
14123034,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.175678,0.181319,0.000000,0,359.82,225.00,90.00,991.81
14123126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.195018,0.181319,0.000000,0,359.82,233.28,90.00,991.81
14123228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.190183,0.174066,0.197436,0.000000,0,359.82,242.46,90.00,991.81
14123340,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.186960,0.209524,0.194212,0.000000,0,359.82,252.54,90.00,991.81
14123432,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.186960,0.175678,0.180513,0.000000,0,359.82,260.82,90.00,991.81
14123534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.189377,0.178901,0.185348,0.000000,0,359.82,270.00,90.00,991.81
14123626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.195018,0.174872,0.000000,0,359.82,278.28,90.00,991.81
14123738,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.190183,0.180513,0.196630,0.000000,0,359.82,288.36,90.00,991.81
14123830,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.190989,0.202271,0.197436,0.000000,0,359.82,296.64,90.00,991.81
14123932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.177289,0.182125,0.000000,0,359.82,305.82,90.00,991.81
14124024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.190989,0.174872,0.182125,0.000000,0,359.82,314.10,90.00,991.81
14124136,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.203077,0.180513,0.000000,0,359.82,324.18,90.00,991.81
14124238,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.185348,0.177289,0.192601,0.000000,0,359.82,333.36,90.00,991.81
14124330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.203077,0.197436,0.000000,0,359.82,341.64,90.00,991.81
14124422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174872,0.184542,0.000000,0,359.82,349.92,90.00,991.81
14124534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.176484,0.183736,0.000000,1,359.82,359.82,90.00,991.81
14124636,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.186960,0.198242,0.177289,0.000000,1,359.82,359.82,90.00,991.81
14124728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.177289,0.195018,0.000000,1,359.82,359.82,90.00,991.80
14124820,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.203077,0.197436,0.000000,1,359.82,359.82,90.00,991.80
14124932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.176484,0.183736,0.000000,1,359.82,359.82,90.00,991.80
14125034,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.175678,0.182125,0.000000,1,359.82,359.82,90.00,991.80
14125126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.190183,0.196630,0.178901,0.000000,1,359.82,359.82,90.00,991.80
14125228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.175678,0.194212,0.000000,1,359.82,359.82,90.00,991.80
14125330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.206300,0.196630,0.000000,1,359.82,359.82,90.00,991.80
14125432,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.176484,0.184542,0.000000,1,359.82,359.82,90.00,991.80
14125524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.174872,0.182930,0.000000,1,359.82,359.82,90.00,991.80
14125626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.194212,0.177289,0.000000,1,359.82,359.82,90.00,991.80
14125738,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.182125,0.195018,0.000000,1,359.82,359.82,90.00,991.80
14125830,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.194212,0.197436,0.000000,1,359.82,359.82,90.00,991.80
14125932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.189377,0.180513,0.187766,0.000000,1,359.82,359.82,90.00,991.80
14126024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.171648,0.183736,0.000000,1,359.82,359.82,90.00,991.80
14126136,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.201465,0.180513,0.000000,1,359.82,359.82,90.00,991.80
14126228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.172454,0.196630,0.000000,1,359.82,359.82,90.00,991.80
14126330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.206300,0.192601,0.000000,1,359.82,359.82,90.00,991.80
14126422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.171648,0.183736,0.000000,1,359.82,359.82,90.00,991.80
14126534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.176484,0.185348,0.000000,1,359.82,359.82,90.00,991.80
14126626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.194212,0.178095,0.000000,1,359.82,359.82,90.00,991.80
14126728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.176484,0.197436,0.000000,1,359.82,359.82,90.00,991.80
14126820,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.162784,0.197436,0.000000,1,359.82,359.82,90.00,991.80
14126932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.176484,0.184542,0.000000,1,359.82,359.82,90.00,991.80
14127034,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.174872,0.182125,0.000000,1,359.82,359.82,90.00,991.80
14127126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.188571,0.197436,0.174066,0.000000,1,359.82,359.82,90.00,991.80
14127218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.190183,0.178901,0.196630,0.000000,1,359.82,359.82,90.00,991.80
14127330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.206300,0.197436,0.000000,1,359.82,359.82,90.00,991.80
14127432,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.176484,0.185348,0.000000,1,359.82,359.82,90.00,991.80
14127524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.190183,0.175678,0.187766,0.000000,1,359.82,359.82,90.00,991.80
14127626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.197436,0.177289,0.000000,1,359.82,359.82,90.00,991.80
14127738,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186960,0.182125,0.194212,0.000000,1,359.82,359.82,90.00,991.80
14127830,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.156337,0.199853,0.000000,1,359.82,359.82,90.00,991.80
14127922,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.177289,0.183736,0.000000,1,359.82,359.82,90.00,991.80
14128024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.173260,0.185348,0.000000,1,359.82,359.82,90.00,991.80
14128136,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.201465,0.180513,0.000000,1,359.82,359.82,90.00,991.80
14128228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.174066,0.194212,0.000000,1,359.82,359.82,90.00,991.80
14128320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.190183,0.208718,0.195018,0.000000,1,359.82,359.82,90.00,991.80
14128422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.192601,0.171648,0.183736,0.000000,1,359.82,359.82,90.00,991.80
14128534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.177289,0.183736,0.000000,1,359.82,359.82,90.00,991.80
14128626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.195018,0.177289,0.000000,1,359.82,359.82,90.00,991.80
14128728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.178901,0.196630,0.000000,1,359.82,359.82,90.00,991.80
14128820,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.193407,0.161172,0.198242,0.000000,1,359.82,359.82,90.00,991.80
14128932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.177289,0.188571,0.175678,0.182125,0.000000,1,359.82,359.82,90.00,991.80
14129024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.172454,0.184542,0.000000,1,359.82,359.82,90.00,991.80
14129126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.197436,0.180513,0.000000,1,359.82,359.82,90.00,991.80
14129218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.186960,0.180513,0.195824,0.000000,1,359.82,359.82,90.00,991.80
14129330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.206300,0.195824,0.000000,1,359.82,359.82,90.00,991.80
14129432,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.188571,0.176484,0.186960,0.000000,1,359.82,359.82,90.00,991.80
14129524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.174066,0.188571,0.000000,1,359.82,359.82,90.00,991.80
14129616,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.188571,0.201465,0.181319,0.000000,1,359.82,359.82,90.00,991.80
14129728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.175678,0.197436,0.000000,0,539.82,367.92,90.00,991.80
14129830,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.161172,0.197436,0.000000,0,539.82,377.10,90.00,991.80
14129922,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.173260,0.187766,0.000000,0,539.82,385.38,90.00,991.80
14130014,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.179707,0.185348,0.000000,0,539.82,393.66,90.00,991.80
14130126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.196630,0.180513,0.000000,0,539.82,403.74,90.00,991.80
14130228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.175678,0.198242,0.000000,0,539.82,412.92,90.00,991.80
14130320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.207912,0.193407,0.000000,0,539.82,421.20,90.00,991.80
14130422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.190183,0.174872,0.184542,0.000000,0,539.82,430.38,90.00,991.80
14130534,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.185348,0.175678,0.180513,0.000000,0,539.82,440.46,90.00,991.80
14130626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.195018,0.176484,0.000000,0,539.82,448.74,90.00,991.80
14130718,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.180513,0.193407,0.000000,0,539.82,457.02,90.00,991.80
14130820,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.188571,0.162784,0.200659,0.000000,0,539.82,466.20,90.00,991.80
14130932,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.186154,0.174872,0.181319,0.000000,0,539.82,476.28,90.00,991.80
14131024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174872,0.186154,0.000000,0,539.82,484.56,90.00,991.80
14131126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.191795,0.194212,0.181319,0.000000,0,539.82,493.74,90.00,991.80
14131218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.180513,0.200659,0.000000,0,539.82,502.02,90.00,991.80
14131330,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.206300,0.195018,0.000000,0,539.82,512.10,90.00,991.80
14131422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.176484,0.188571,0.000000,0,539.82,520.38,90.00,991.80
14131524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.191795,0.173260,0.186960,0.000000,0,539.82,529.56,90.00,991.80
14131616,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.201465,0.180513,0.000000,0,539.82,537.84,90.00,991.80
14131728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.188571,0.175678,0.195018,0.000000,1,539.82,539.82,90.00,991.80
14131820,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.189377,0.164396,0.199048,0.000000,1,539.82,539.82,90.00,991.80
14131922,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.172454,0.185348,0.000000,1,539.82,539.82,90.00,991.80
14132014,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.181319,0.187766,0.178095,0.187766,0.000000,1,539.82,539.82,90.00,991.80
14132126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.194212,0.178901,0.000000,1,539.82,539.82,90.00,991.80
14132228,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.176484,0.186960,0.000000,1,539.82,539.82,90.00,991.80
14132320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.187766,0.206300,0.194212,0.000000,1,539.82,539.82,90.00,991.80
14132412,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.175678,0.182125,0.000000,1,539.82,539.82,90.00,991.80
14132524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.175678,0.186154,0.000000,1,539.82,539.82,90.00,991.80
14132626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.199853,0.178901,0.000000,1,539.82,539.82,90.00,991.80
14132718,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.180513,0.196630,0.000000,1,539.82,539.82,90.00,991.80
14132810,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.159560,0.202271,0.000000,1,539.82,539.82,90.00,991.80
14132922,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190989,0.175678,0.194212,0.000000,1,539.82,539.82,90.00,991.80
14133024,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.174066,0.183736,0.000000,1,539.82,539.82,90.00,991.80
14133116,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.190183,0.198242,0.178095,0.000000,1,539.82,539.82,90.00,991.80
14133218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.187766,0.178901,0.185348,0.000000,1,539.82,539.82,90.00,991.80
14133320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178095,0.187766,0.162784,0.196630,0.000000,1,539.82,539.82,90.00,991.80
14133422,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.176484,0.199853,0.000000,1,539.82,539.82,90.00,991.80
14133524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.173260,0.182125,0.000000,1,539.82,539.82,90.00,991.80
14133616,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.179707,0.190183,0.201465,0.178095,0.000000,1,539.82,539.82,90.00,991.80
14133728,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.174066,0.198242,0.000000,1,539.82,539.82,90.00,991.80
14133820,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.186960,0.164396,0.199853,0.000000,1,539.82,539.82,90.00,991.80
14133922,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.192601,0.174066,0.195018,0.000000,1,539.82,539.82,90.00,991.80
14134014,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.189377,0.178901,0.186960,0.000000,1,539.82,539.82,90.00,991.80
14134126,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.182125,0.190183,0.195824,0.180513,0.000000,1,539.82,539.82,90.00,991.80
14134218,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.187766,0.179707,0.184542,0.000000,1,539.82,539.82,90.00,991.80
14134320,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190183,0.161172,0.196630,0.000000,1,539.82,539.82,90.00,991.80
14134412,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.188571,0.182125,0.197436,0.000000,1,539.82,539.82,90.00,991.80
14134524,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.180513,0.190183,0.173260,0.185348,0.000000,1,539.82,539.82,90.00,991.80
14134626,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.196630,0.178901,0.000000,1,539.82,539.82,90.00,991.80
14134718,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.178901,0.190989,0.177289,0.197436,0.000000,1,539.82,539.82,90.00,991.80
